,track,artist,duration (ms),popularity,uri,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time signature,labels
136,Deep Dark Jungle,Nicky Romero,145714,0,spotify:track:0FTDvOs2mzgHAqL31PBXO5,0.5870000000000001,0.97,8,-4.512,0.216,0.000405,0.772,0.202,0.146,128.069,4,1
137,Den inre skogen,Thomas Jackson,229657,55,spotify:track:0Zl6KnmirT1PeGZvAZY9T1,0.532,0.382,9,-17.683,0.0543,0.924,0.61,0.134,0.0455,127.038,4,3
138,Desire Lines,Lush,459506,39,spotify:track:63JP68VirmCXtWRoMTX8Xi,0.379,0.652,9,-5.4060000000000015,0.0325,0.000169,0.0043,0.077,0.0724,121.035,4,0
139,Devotion And Desire,Bayside,209626,54,spotify:track:27O9FuS1UIm6ZyLplgLQAH,0.296,0.9,2,-4.918,0.0922,0.0007019999999999,0.0,0.339,0.286,184.256,4,2
140,Dew Drops,Pieter de Graaf,335636,50,spotify:track:0NnFglDnuZH6qKuvhZpB0r,0.27,0.0384,11,-24.513,0.0361,0.939,0.936,0.1,0.0708,59.81,4,3
141,Dive,The Soft Cavalry,255384,0,spotify:track:5TvkWUGywzfVF5HQ9uySVF,0.434,0.531,2,-10.05,0.0305,0.0418,0.00021,0.0941,0.0935,156.155,4,0
142,Do Bad Well (feat. Nevve),KSHMR,204374,62,spotify:track:7zHrHnVSQwI95FGHewXDl8,0.604,0.894,5,-4.755,0.113,0.0512,0.000315,0.234,0.415,127.964,4,2
143,Do It Again,Steve Aoki,176129,0,spotify:track:5yzzy7Hevww3RDntQM5mG1,0.701,0.95,9,-3.026,0.0675,0.119,0.00355,0.221,0.477,124.002,4,2
144,Dolerme,ROSALÍA,143975,68,spotify:track:2reL9PAUza4PUtbjqW1fRf,0.545,0.478,8,-7.035,0.0559,0.785,0.00278,0.123,0.318,173.74599999999995,4,0
145,Don't Stop,Fleetwood Mac,192133,0,spotify:track:4SXU3lUZ1eb4JWWbkQw43Y,0.6859999999999999,0.632,9,-11.433,0.0353,0.0398,2.2e-06,0.0686,0.88,118.965,4,1
146,Don't Stop Me Now - 2011 Mix,Queen,209413,74,spotify:track:7hQJA50XrCWABAu5v6QZ4i,0.563,0.865,5,-5.277,0.16,0.0472,0.000191,0.77,0.601,156.27100000000004,4,1
147,Don't You (Forget About Me) - Remastered,Simple Minds,263973,11,spotify:track:0A4PZuepTcIQVvA5m7R0M1,0.602,0.784,11,-7.976,0.0313,0.00398,0.0852,0.0931,0.918,133.019,4,1
148,Don’t Delete The Kisses,Wolf Alice,275226,59,spotify:track:1LomCMl5wD3MPVlC6smUHe,0.604,0.789,5,-6.259,0.0273,0.0011,0.828,0.368,0.348,122.032,4,0
149,Down On The Corner,Creedence Clearwater Revival,166280,0,spotify:track:4YMLW13PuuO7o3jkIWlKAs,0.831,0.544,0,-9.288,0.0837,0.594,0.00389,0.0736,0.856,108.177,4,1
150,Dragula,Rob Zombie,222826,70,spotify:track:6Nm8h73ycDG2saCnZV8poF,0.591,0.963,0,-6.489,0.0531,8.740000000000001e-05,0.000107,0.0781,0.609,125.03,4,2
151,Dreams Tonite,Alvvays,196026,62,spotify:track:0DRvClQbN9znQ295sx76VC,0.511,0.622,2,-5.727,0.0242,0.0108,4.51e-06,0.127,0.425,99.934,4,0
152,Drifting,Eroded Sky,194571,56,spotify:track:157kvk58Qr04AiuDv2aQWd,0.616,0.202,11,-14.144,0.0383,0.71,0.6779999999999999,0.0871,0.0773,139.857,4,3
153,Driver's Seat,Sniff 'n' The Tears,240746,56,spotify:track:0fJFBbpUxTwjhh1ScBQjeX,0.754,0.804,11,-7.189,0.0368,0.0186,0.0604,0.207,0.972,132.967,4,1
154,Duality,Slipknot,252613,76,spotify:track:61mWefnWQOLf90gepjOCb3,0.354,0.982,4,-3.026,0.168,0.000237,0.000294,0.204,0.194,143.77200000000005,4,2
155,Duck And Run,3 Doors Down,230600,43,spotify:track:0s8OsDxW96cl290PcsI2mX,0.524,0.919,4,-5.505,0.0436,0.0149,7.049999999999999e-05,0.131,0.848,87.931,4,2
156,Dust On The Ground,Bombay Bicycle Club,243752,0,spotify:track:2SbIONplUQ0BvXyRgGDgCz,0.605,0.319,10,-10.892,0.0306,0.757,0.00237,0.116,0.273,109.603,4,0
157,EDM Sux,FTampa,155625,49,spotify:track:6AlzF33SOFB8vfrmABo0jV,0.653,0.907,7,-5.877000000000002,0.11,0.00775,0.82,0.342,0.238,128.079,4,2
158,Eagle,Ansatz Der Maschine,226400,28,spotify:track:7uI4m3uAKy2WWH1mJZAYzO,0.339,0.142,10,-21.613000000000003,0.0416,0.937,0.91,0.0847,0.121,109.98,4,3
159,Easily,Bruno Major,210240,76,spotify:track:2k9N4caeCIJLOWwWwssrEM,0.772,0.256,7,-8.545,0.0481,0.491,0.00612,0.144,0.357,118.902,3,0
160,Easy Lover,Philip Bailey,304506,68,spotify:track:7INi4pMPG4IE0Smx5y4KVf,0.7490000000000001,0.6990000000000001,1,-13.108,0.0371,0.0674,0.00192,0.0763,0.935,128.904,4,1
161,Eden - Hunted Version,Anna Calvi,257815,35,spotify:track:5zfsg3FNA03fCUZzW2a9Fr,0.158,0.0963,0,-18.225,0.0398,0.965,0.105,0.0752,0.0395,71.012,4,0
162,Edge of Seventeen,Stevie Nicks,329680,70,spotify:track:2id8E4WvczfKHB4LHI7Np3,0.59,0.828,0,-6.28,0.0439,0.277,5.57e-06,0.0868,0.636,111.353,4,1
163,Eidolon,Monocle Twins,257668,54,spotify:track:6KuzTwyczjBp1C4f60Y5ID,0.5529999999999999,0.24,10,-19.522,0.0304,0.862,0.946,0.0932,0.1639999999999999,128.986,3,3
164,Electronic Memories (feat. Mickey Kojak),k?d,237346,51,spotify:track:2viJufnGlsjR1X51CEHpeg,0.602,0.926,5,-1.62,0.0897,0.0992,0.0449,0.241,0.574,100.014,4,2
165,Emotions in Motion,Jaakko Eino Kalevi,256906,23,spotify:track:4UmpEQtTlhBOxDPePaK8qR,0.6509999999999999,0.503,0,-10.906,0.0323,0.199,0.644,0.0781,0.5579999999999999,133.04399999999998,4,0
166,Empty Street at Night,Golden Sleep,307000,32,spotify:track:6CY6TBcuh13KEk34pMnZA8,0.211,0.0147,2,-22.964,0.0456,0.903,0.935,0.342,0.0667,169.899,3,3
167,Enemy,Sevendust,183400,43,spotify:track:3eqyYjMYUHGlmtCP4C4iSX,0.5720000000000001,0.99,1,-1.992,0.066,0.000181,0.000295,0.118,0.397,106.912,4,2
168,Escaping Time,Benjamin Martins,200346,60,spotify:track:7JrSIPcfkWhDzxWII8Jz7V,0.32,0.256,10,-17.98,0.0445,0.64,0.862,0.112,0.191,115.011,4,3
169,Essential Attitudes,Peals,217987,50,spotify:track:0T3UHut7JmCi5jcgYiMawm,0.444,0.4970000000000001,5,-12.601,0.0383,0.449,0.722,0.081,0.25,99.093,4,3
170,Event Horizon,Airwaves,310666,57,spotify:track:7lSHfDPdyGdRyG234h5ToK,0.464,0.38,7,-8.052,0.0279,0.0665,0.898,0.114,0.0558,100.006,3,3
171,Every Kinda People,Robert Palmer,199200,0,spotify:track:5jkUfQV3wlplyoz0PUja09,0.631,0.547,6,-12.626,0.036,0.248,0.000119,0.0523,0.962,94.533,4,1
172,Every Way,Antonio Giacca,166211,49,spotify:track:4xxyCh7xkK30LVBO81poif,0.879,0.908,11,-4.422,0.126,0.019,2.62e-06,0.309,0.759,123.036,4,2
173,Everybody Hurts,R.E.M.,316880,0,spotify:track:0sSxUKtpE11r5VVx1DIMww,0.282,0.476,2,-6.524,0.0274,0.568,0.0185,0.157,0.186,187.604,3,0
174,Everyday People,Various Artists,139506,63,spotify:track:7lL2lMWNtzOcf5HnEudNgn,0.813,0.619,7,-8.203,0.0294,0.245,0.0151,0.113,0.774,114.58,4,1
175,Expedition,Skytech,150947,51,spotify:track:2MlnLVsrTJmHmdpzJQcQ6w,0.639,0.974,7,-4.13,0.057,0.00288,0.596,0.349,0.353,130.0,4,1
176,Faces,Scary Kids Scaring Kids,205706,43,spotify:track:2G7cxwbFSMneFgTMdnvICw,0.368,0.967,2,-3.464,0.0566,3.44e-05,3.44e-05,0.317,0.537,194.982,4,2
177,Falling,Harry Styles,240133,87,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,0.5670000000000001,0.267,4,-6.502000000000002,0.0299,0.8390000000000001,1.46e-06,0.089,0.0592,110.011,4,0
178,Falling Ashes,Slowdive,480758,45,spotify:track:6Zr0mt1HdVUwTEdMwqPXsC,0.332,0.255,9,-13.698,0.0309,0.954,0.752,0.0784,0.134,187.786,4,0
179,Falling Asleep,Tiz McNamara,202400,53,spotify:track:1FunUekKzZ9Mgt3BMYCrfF,0.537,0.201,2,-12.948,0.033,0.899,0.00163,0.077,0.196,134.08700000000002,4,0
180,Falling Away from Me,Korn,270920,70,spotify:track:2F6FfZ4w8z3eJpSxPotVO5,0.468,0.769,4,-7.0360000000000005,0.041,0.00014,0.00124,0.271,0.17,104.102,4,2
181,Fantasy - R3HAB Remix,Sofie Tukker,188346,19,spotify:track:3iGMErA58MMTYT1mBkUkRf,0.7,0.7509999999999999,4,-3.853,0.0566,0.113,0.00129,0.241,0.246,124.027,4,2
182,Fascination,Alphabeat,181666,0,spotify:track:4uqNn56KFQ7NtJ35xWZKvf,0.491,0.831,6,-5.3210000000000015,0.0349,0.000285,7.879999999999999e-05,0.0761,0.828,193.968,4,1
183,Feeling This,blink-182,172645,66,spotify:track:26AYR77170U49cMcXB7aRV,0.411,0.962,4,-5.952000000000001,0.0917,0.103,0.0,0.529,0.622,173.143,4,2
184,Feels Like Flying,Elementaries,198077,40,spotify:track:3mMd2MGvEIDAfMfvcb9wsC,0.416,0.11,11,-13.776,0.0423,0.882,0.873,0.116,0.347,120.024,4,3
185,Feels Like We're Dying,Johnny Goth,185250,51,spotify:track:0IvaKmBYBLVcdP0Ft8Dwik,0.579,0.411,6,-13.068,0.0329,0.73,0.8,0.0945,0.125,79.988,1,0
186,Fields After Rain,Martèn LeGrand,176000,37,spotify:track:3OjwAIOhan5AIGS2p6fJrt,0.474,0.161,5,-20.952,0.043,0.973,0.907,0.113,0.357,82.89200000000002,3,3
187,Fields Of Blossom,Martèn LeGrand,197800,32,spotify:track:0BEkkhhqcCNx6VLMtshOiT,0.42,0.135,4,-20.518,0.0815,0.98,0.941,0.0974,0.155,118.9,4,3
188,Fire in Cairo,Luna,209052,31,spotify:track:71Znjl8mUrHfSg38OQU8bb,0.5870000000000001,0.713,1,-8.857999999999997,0.0268,0.379,0.439,0.332,0.816,130.05,4,0
189,Fix You,Valentin,240000,47,spotify:track:0x4CFzoSdqVq5qTGgwZFuX,0.5,0.185,1,-13.209,0.0302,0.6709999999999999,0.0,0.0827,0.159,140.148,4,0
190,Fleur février,Jacco Wynia,253904,34,spotify:track:16A82OAjqWawjDM8K5HCdm,0.428,0.0517,3,-21.74,0.0548,0.985,0.945,0.11,0.13,111.311,4,3
191,Flex,Fedde Le Grand,155546,42,spotify:track:43p1IlKF0PBgwkqzS2EdCk,0.609,0.912,0,-3.823,0.0486,0.017,0.0335,0.44,0.5329999999999999,128.0,4,2
192,Floating Sunbeams,Michael Orvind,159292,33,spotify:track:7hJZMJqFRlypzSlxC7Kn8n,0.205,0.202,1,-15.952,0.0427,0.98,0.85,0.128,0.086,113.057,4,3
193,Flowing,Lucas Delphy,131116,39,spotify:track:06G5MnuMA3cLbNwjFs8zIS,0.2,0.138,0,-20.417,0.0301,0.8959999999999999,0.929,0.207,0.138,71.631,4,3
194,Fly - King Britt's Fhloston Paradigm Remix,Low,448426,31,spotify:track:69VbrwGah98lR7iuXkrk7e,0.614,0.498,10,-14.325,0.0466,0.521,0.855,0.136,0.418,120.003,3,0
195,Flying by Candlelight (ABGT300) - Above & Beyond Club Mix,Above & Beyond,364743,47,spotify:track:0TEW7oRDKD2mjJQH507ni4,0.532,0.664,1,-9.804,0.0603,0.000312,0.0427,0.303,0.075,128.97299999999998,4,2
196,Focus,Light of Sun,190526,51,spotify:track:3DZ7DFolE5U2xEGIzFjeGo,0.273,0.161,4,-17.727,0.053,0.238,0.481,0.133,0.0503,113.89,4,3
197,Follow me,Andre Ehmann,204624,51,spotify:track:7d44sL4znFm5HZ6ltUVqbI,0.475,0.109,2,-29.839,0.0303,0.995,0.948,0.127,0.405,99.008,4,3
198,Found,Martin Gauffin,159049,52,spotify:track:2T2EemW8X3GlKvJe1gxpBC,0.517,0.397,0,-14.281,0.0289,0.901,0.867,0.11,0.195,100.005,4,3
199,Free,Third Party,228971,50,spotify:track:6s2T9kuNYNZKsG5Fa1LiDN,0.481,0.922,3,-4.17,0.064,0.0238,0.00185,0.0971,0.246,127.931,4,1
200,Freya,Dave Pad,284878,46,spotify:track:0aaTrekfgJgLiH00lnPKm7,0.64,0.667,11,-10.19,0.0379,0.000211,0.899,0.0748,0.288,122.994,4,1
201,Friday I'm In Love,The Cure,215160,76,spotify:track:4QlzkaRHtU8gAdwqjWmO8n,0.526,0.763,0,-12.663,0.0341,0.00126,6.75e-05,0.359,0.514,136.205,4,1
202,From Yesterday,Thirty Seconds To Mars,245933,0,spotify:track:4ogyT8HqLV6IdCepscSkh3,0.467,0.8759999999999999,10,-4.841,0.0693,0.00578,0.00592,0.0453,0.131,135.055,4,2
203,Frozen,Ron Adelaar,166000,45,spotify:track:4nTeeVQnNghbWWo6k7oPrH,0.352,0.0246,9,-27.226,0.0419,0.986,0.928,0.107,0.174,78.809,4,3
204,Fête sous les étoiles,Biba Dupont,184000,34,spotify:track:55ux9bDGw3qTVfad3PxSTq,0.312,0.00811,1,-30.381,0.0389,0.994,0.961,0.1,0.0703,115.486,4,3
205,Game Time (feat. Ninja),3LAU,156631,52,spotify:track:229MM2St7SnW43nT8ADlG8,0.534,0.957,1,-4.025,0.0455,8.05e-05,0.758,0.266,0.52,95.046,4,1
206,Gasoline,Seether,168560,39,spotify:track:4e7yuouxvWPbK1q2kVlgz8,0.478,0.942,1,-2.71,0.08,4.650000000000001e-05,0.0336,0.061,0.726,173.515,4,2
207,Geno - 2000 Remaster,Dexys Midnight Runners,207226,55,spotify:track:7gb626DDDHoiuVAGZEnlJk,0.481,0.6,6,-8.722000000000001,0.0801,0.688,0.00633,0.963,0.818,124.637,4,1
208,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,248413,78,spotify:track:2Foc5Q5nqNiosCNqttzHof,0.794,0.8109999999999999,6,-8.966000000000003,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4,1
209,Get Up Offa That Thing,James Brown,250200,53,spotify:track:0nyrltZrQGAJMBZc1bYvuQ,0.883,0.664,4,-10.395,0.411,0.225,2.3e-06,0.941,0.8,118.104,4,1
210,Getting Away With Murder,Papa Roach,191239,0,spotify:track:3YQopTaSSgLSSuzYBZ9bLf,0.544,0.97,1,-3.78,0.0532,0.000115,3.34e-05,0.238,0.349,103.909,4,2
211,Ghostride,Crumb,126120,0,spotify:track:6mnYXjuK0CDzqem4eR5JGU,0.664,0.352,2,-9.426,0.0278,0.511,0.8059999999999999,0.109,0.45,87.054,4,0
212,Glaciers,Lights & Motion,176373,53,spotify:track:2No1A7ZuMaBGxz45jmA9Gw,0.0789,0.16,7,-18.144,0.0362,0.733,0.7859999999999999,0.0943,0.0409,56.449,4,3
213,Go With The Flow,Queens of the Stone Age,187120,59,spotify:track:45DElIx0dXqUH4A88yQFdE,0.242,0.992,4,-3.9,0.0988,0.0148,0.113,0.833,0.374,159.37,4,2
214,Gone My Way - KhoMha Remix,Morgan Page,168750,46,spotify:track:08Hghm2hJpCxJux9YuhCG0,0.547,0.895,5,-7.081,0.0683,0.00129,0.107,0.288,0.0353,128.02200000000002,4,2
215,Good Times,CHIC,495400,66,spotify:track:0G3fbPbE1vGeABDEZF0jeG,0.87,0.657,2,-7.32,0.0522,0.149,0.0102,0.053,0.893,110.596,4,1
216,Good Vibrations - Remastered,The Beach Boys,217746,66,spotify:track:2oF7FZHIJbzjeEXZ3D0Ku4,0.403,0.495,10,-6.888,0.0312,0.387,8.03e-06,0.147,0.38,132.912,4,1
217,Goodbye,Apparat,256786,69,spotify:track:4VxaUj96W2jw9UOtKHu51p,0.484,0.457,1,-13.976,0.0456,0.406,0.6459999999999999,0.297,0.187,87.15899999999998,4,0
218,Goshen,Beirut,200146,0,spotify:track:5rLZGAZOstOC3fqhmGChvK,0.284,0.262,11,-9.869,0.028,0.848,0.00483,0.0966,0.107,98.66,4,0
219,"Gottes Zeit ist die allerbeste Zeit, BWV 106: 2a. Gottes Zeit, ist die allerbeste Zeit (Arr. For Piano Four Hands by György Kurtág)",Johann Sebastian Bach,159866,31,spotify:track:7ANhXB1OJBaTb7kDoAJRLq,0.5660000000000001,0.00792,3,-34.484,0.0445,0.995,0.909,0.0874,0.0621,61.167,4,3
220,Goya,Minxz,235813,21,spotify:track:2bo6ZMPnFkWCd0VRTMwbcs,0.365,0.00656,8,-21.678,0.0427,0.994,0.888,0.119,0.0809,68.17,5,3
221,Gracewood (Revisited),Steven Vrancken,139050,11,spotify:track:1TSpCeUusXyZ7FiaDuy3x1,0.353,0.0544,8,-22.657,0.0408,0.969,0.915,0.106,0.158,74.883,4,3
222,Green Street,Alexander Motovilov,133125,27,spotify:track:4kjbflfFCcNWkBGWvYBSxz,0.373,0.191,7,-24.099,0.0302,0.978,0.944,0.0737,0.411,96.682,4,3
223,Groove Is in the Heart,Deee-Lite,231786,65,spotify:track:2UVLuddklEVak5PXgC7baA,0.6940000000000001,0.8809999999999999,1,-4.053,0.0701,0.0153,0.0196,0.0851,0.924,121.554,4,1
224,Groovin,Sir Roy,267152,50,spotify:track:3ktUAf5M4HiCt6n7Zb323H,0.845,0.7440000000000001,10,-9.539,0.0567,0.0447,0.343,0.13,0.6940000000000001,126.0,4,2
225,Guernica,Brand New,203173,44,spotify:track:7lUjs7bf1fjKI8HKhbNp6z,0.382,0.907,10,-6.382999999999999,0.295,0.127,5.65e-06,0.0915,0.346,183.35,4,2
226,Halfway There (feat. Lena Leon),Tiësto,195000,58,spotify:track:3EKKIR8be1kfAAwaz1fzyS,0.59,0.888,0,-4.151,0.0797,0.000753,0.00535,0.8170000000000001,0.0715,128.025,4,2
227,Handful Of Redemption,Boysetsfire,240253,34,spotify:track:3ekjqtjoDwy5YLuGtKoXDO,0.508,0.947,3,-3.684,0.0531,0.00022,0.0315,0.0784,0.419,163.731,4,2
228,Happy Ending,Joe Jackson,218466,51,spotify:track:1qv9TWDpXh50DPLgWD4bnH,0.635,0.8079999999999999,9,-5.026,0.0262,0.0973,0.0,0.141,0.726,131.377,4,1
229,Happy Together,The Turtles,176293,74,spotify:track:1JO1xLtVc8mWhIoE3YaCL0,0.584,0.3670000000000001,6,-9.638,0.0328,0.55,1.3800000000000003e-05,0.0818,0.588,120.175,4,1
230,Harvest Love,Tash Sultana,365928,41,spotify:track:2KK7OUblFkd7TT9TjWgW7z,0.276,0.251,2,-9.078,0.0295,0.314,6.05e-06,0.122,0.18,95.705,4,0
231,Hash Pipe,Weezer,186533,65,spotify:track:2mPMFJvQ0v27gVqe5b6nDn,0.578,0.882,7,-6.354,0.044,0.000121,0.479,0.284,0.623,125.603,4,2
232,Heaven - David Guetta & MORTEN Remix,Avicii,215238,66,spotify:track:4QAUGy6k7c3IOAhgWz52r7,0.5720000000000001,0.934,6,-5.053,0.0446,0.00292,0.0198,0.105,0.204,125.948,4,1
233,Heavenly,Cigarettes After Sex,288594,3,spotify:track:0M6TLjxixptslrmQpWbRoR,0.539,0.4320000000000001,8,-9.298,0.0249,0.617,0.6920000000000001,0.11,0.133,105.196,4,0
234,Heavy,Collective Soul,177213,55,spotify:track:3vqt0fEt6I52ANHu7mAlIP,0.535,0.8540000000000001,1,-6.519,0.0368,0.000919,0.00149,0.0676,0.618,106.929,4,2
235,Here Comes The Sun - Remastered 2009,The Beatles,185733,83,spotify:track:6dGnYIeXmHdcikdzNNDMm2,0.557,0.54,9,-10.484000000000002,0.0347,0.0339,0.00248,0.179,0.394,129.171,4,1
236,Highway to Hell,AC/DC,208400,83,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,0.574,0.913,6,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728,4,1
237,Holding On,Scary Kids Scaring Kids,261240,45,spotify:track:48H6uWuBYeeZUiXwb5f69K,0.421,0.935,8,-5.153,0.0697,0.000442,0.000212,0.1,0.455,165.02,4,2
238,Hollowman,Trapt,303013,36,spotify:track:3MOdqpj30w4Wk96bBwLJk9,0.502,0.92,2,-4.588,0.0611,0.000214,0.0,0.306,0.182,159.884,4,2
239,Holy Water,Galantis,176657,62,spotify:track:7Ga9ZSdPAcQXQvd1ObVFpm,0.5870000000000001,0.7340000000000001,9,-4.558,0.0407,0.0653,0.000571,0.398,0.401,125.848,4,2
240,Home,Lucas & Steve,189834,46,spotify:track:3Qsp2uAtcDCrrlknJtUPj8,0.544,0.932,10,-5.816,0.0679,0.00851,0.00811,0.157,0.337,125.954,4,2
241,"Honey, This Mirror Isn't Big Enough for the Two of Us",My Chemical Romance,231096,54,spotify:track:5gNVTfD1L6QrPgOf0wFo0q,0.383,0.946,1,-8.122,0.0789,0.000328,1.13e-06,0.0537,0.534,108.591,4,2
242,Hoovela,Steve Aoki,207295,0,spotify:track:1dssHOp3HpaK9o5c0CL7xU,0.341,0.989,4,-3.828,0.111,0.00123,0.8220000000000001,0.4,0.119,103.48,1,1
243,How Bizarre,OMC,224053,0,spotify:track:6RT3PxDEQOa7m6tK502DNa,0.784,0.675,0,-7.718,0.049,0.261,1.4e-06,0.293,0.8540000000000001,124.908,4,1
244,How To Fight,Eartheater,211295,38,spotify:track:6ruBSXfnFc6raFDFm9YB3r,0.404,0.249,7,-15.880999999999998,0.0472,0.7020000000000001,0.000911,0.171,0.284,120.221,4,0
245,Human Connection,Cult Solo,328040,49,spotify:track:1V17xHHZgIgZ6H14rinHdi,0.6,0.882,5,-8.394,0.0311,0.0938,0.912,0.0542,0.347,120.008,4,1
246,Humans (Let Me Love You),Sick Individuals,161048,59,spotify:track:1IB1GFSTgmeecjscmAJ0lW,0.584,0.835,7,-3.663,0.0584,0.21,1.49e-06,0.126,0.371,128.106,4,1
247,Hunter,Anna Calvi,251693,22,spotify:track:2NRZo1Y3T6UaVCz1i8dMqm,0.439,0.454,5,-8.251,0.028,0.316,0.000696,0.0901,0.388,97.97,4,0
248,Hypnagogia Well,Monocle Twins,222000,50,spotify:track:2jpL7mFOMzRnbaSj790BfQ,0.545,0.253,2,-17.953,0.033,0.7709999999999999,0.922,0.108,0.0529,115.848,4,3
249,I Can't Help (with Sarcastic Sounds),Shoffy,121250,47,spotify:track:1OdYu7mDO94ydUvfZPaPvP,0.7140000000000001,0.4,2,-8.264,0.0618,0.393,0.000718,0.109,0.318,81.97399999999998,4,0
250,I Don't Know (feat. Samuel T. Herring),BADBADNOTGOOD,256040,0,spotify:track:2rx8InAMTVDeZdkLUWHDmA,0.389,0.52,0,-8.113999999999999,0.0332,0.24,0.00467,0.337,0.654,134.329,4,0
251,I Don't Trust That Bird of Prey,Random Forest,210500,51,spotify:track:33gVbwdqw7aRX0Y2zM7qm3,0.52,0.305,7,-14.38,0.0322,0.605,0.899,0.16,0.0389,120.109,4,3
252,I Stand Alone,Godsmack,243840,0,spotify:track:6pGJTJaExyKwwXBmcoyVlY,0.211,0.921,0,-4.468,0.0729,4.51e-05,0.0,0.1,0.351,171.9,4,2
253,I Took A Pill In Ibiza,Mike Posner,280800,0,spotify:track:1PiKcVhlmHPvL7IPjx9dJk,0.636,0.319,10,-10.065,0.0718,0.618,1.7e-06,0.125,0.378,74.109,4,0
254,I Was Made For Lovin' You,KISS,271240,1,spotify:track:2ZSCy3P1QzpJySCWA6NRIU,0.768,0.852,4,-6.215,0.038,0.213,7.45e-05,0.0723,0.867,128.374,4,1
255,I Would Die 4 U,Prince,178986,61,spotify:track:6fBwVe6udYdnRqwqo06if8,0.731,0.75,2,-10.457,0.0321,0.0862,0.000388,0.202,0.639,135.406,4,1
256,I dine øjne,Efterklang,297249,0,spotify:track:07htwTiSZVnQfdl38siCIn,0.67,0.417,8,-12.553,0.0404,0.762,0.0214,0.104,0.0708,121.13,4,0
257,I'm Not Okay (I Promise),My Chemical Romance,186480,73,spotify:track:7lRlq939cDG4SzWOF4VAnd,0.21,0.94,9,-3.427,0.123,0.00602,0.0,0.269,0.255,179.722,4,2
258,I'm Your Man,Spiritualized,268655,32,spotify:track:5FRWe0PkPj4CQ4fvibzTEh,0.429,0.356,0,-7.615,0.0282,0.475,0.481,0.125,0.0965,139.915,3,0
259,I've Been Fine,TT,241079,23,spotify:track:0KyPBZ6PAxzpcAobqxhaHu,0.5479999999999999,0.569,11,-6.215,0.039,0.13,0.00134,0.0584,0.265,75.082,4,0
260,ID8,Dimitri Vangelis & Wyman,197183,51,spotify:track:2jxfHzOYVLmGKejNRHvqoc,0.5760000000000001,0.948,9,-4.251,0.0898,0.0198,0.000123,0.6829999999999999,0.193,128.029,3,1
261,If You Believe,Yonder Dale,183428,37,spotify:track:0QurRfrHz1RGbdPpTx7lLV,0.575,0.202,8,-18.544,0.0444,0.937,0.441,0.103,0.142,139.94299999999998,4,3
262,If You Think It's Love,King Princess,203946,57,spotify:track:3iiL6merNpFNX1bny9sfvM,0.4320000000000001,0.34,5,-7.977,0.0824,0.807,0.0,0.0864,0.449,135.172,4,0
263,Images,DeLange,163666,42,spotify:track:4sqIHHGPprOZNdW5zMx36p,0.387,0.00579,7,-21.823,0.0439,0.993,0.929,0.136,0.1369999999999999,111.991,4,3
264,In This Moment,Lucas Delphy,158666,51,spotify:track:7FORBAxm1qwuwbYo7Rtz42,0.479,0.221,6,-19.689,0.0325,0.7709999999999999,0.856,0.101,0.089,115.965,4,3
265,Indigo,LEFT.,196589,49,spotify:track:2qoKkOBw3dAd8AlITOQ2Ca,0.503,0.504,0,-6.843,0.416,0.488,1.59e-06,0.122,0.67,85.39,4,0
266,Infinite Sustain,Amaranth Cove,149000,57,spotify:track:5AciiCKJKTLKRrAPSrKQy5,0.529,0.214,6,-19.268,0.0315,0.8,0.907,0.109,0.0903,124.069,4,3
267,Ingénue,Eline Moss,158176,55,spotify:track:6mgKP4yo57GTSMc3fJlyWm,0.283,0.122,9,-23.074,0.0285,0.993,0.905,0.0927,0.112,83.74600000000002,4,3
268,Inside Of You,Hoobastank,188800,0,spotify:track:6okaxit4V1bU6yIVVsP836,0.435,0.884,2,-3.468,0.0392,0.000203,0.0,0.0876,0.82,201.773,4,2
269,Inside the Fire,Disturbed,231573,12,spotify:track:1xHcapGIorRGVlBnWE7X4N,0.463,0.962,7,-6.43,0.0704,0.000233,0.109,0.0906,0.66,94.003,4,2
270,Inside*,Ton Snijders,106573,8,spotify:track:3GuzB4BEWq3bhZM8YydysZ,0.266,0.0028,7,-33.729,0.0493,0.99,0.889,0.0933,0.151,132.58100000000002,4,3
271,Intermezzo No. 1 in E Minor,Manuel Ponce,174013,7,spotify:track:1HTYYXCKpMWiHRd7qIb6ui,0.31,0.0987,4,-25.408,0.0444,0.995,0.86,0.7140000000000001,0.0558,106.205,1,3
272,Into Black,Blouse,208237,47,spotify:track:5d8pKJxoDlYX2SoFR6RCsm,0.705,0.6809999999999999,9,-8.277999999999999,0.0258,0.463,0.8390000000000001,0.123,0.7070000000000001,114.003,4,0
273,Isonoe,Job Roggeveen,159045,23,spotify:track:4sP8BZIZKGVq6jHOSPF17A,0.365,0.119,7,-20.962,0.0405,0.983,0.919,0.112,0.249,147.57299999999995,4,3
274,It Takes Me Back,Emmrose,142200,41,spotify:track:07FUh3cxCPNQFIIp8aSWCy,0.487,0.111,5,-11.608,0.0356,0.902,0.000107,0.35,0.179,87.161,4,0
